,issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
434,2979,Bug,Closed,Fixed,camel-ftp,Minor,Andreas Asmuss,2010/07/21 10:07:59 +0100,2010/07/22 15:31:18 +0100,Claus Ibsen,2010/07/22 16:00:59 +0100,1.2451388890000001,0.020613426,FtpComponent: If login fails and disconnect=true another connection is opened.   ,In a route such as below a second connection to the ftp server is opened if the login fails.&lt;route&gt;  &lt;from uri='ftp:localhost/inbox/?username=usr&amp;password=pwd&amp;disconnect=true&amp;consumer.delay=60s&amp;maximumReconnectAttempts=0' /&gt;  &lt;to uri='file:test_data' /&gt; &lt;/route&gt; Further description: http://camel.465427.n5.nabble.com/FTP-Try-login-once-and-disconnect-if-failure-td1692660.html#a1692660   ,2.4.0,2.5.0,0,0,34,1,5,2,1,0,0,1,0.0,0.0,2.0,4.0,components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/RemoteFileConsumer.java;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/RemoteFileEndpoint.java;components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FtpNoReconnectAttemptUnknownHostTest.java;camel-core/src/main/java/org/apache/camel/component/file/GenericFileConsumer.java;
435,2980,Bug,Closed,Fixed,camel-jpa,Major,Christian M?ller,2010/07/21 15:55:03 +0100,2010/07/21 15:55:03 +0100,Christian M?ller,2010/08/05 13:35:59 +0100,14.90342593,14.90342593,camel-jpa doesn't use EntityManager.merge(entity) in the right way   ,The EntityManager.merge(entity) method returns the merged entity. The exchange in message body should be updated with the merged entity (what camel-jpa currently not do).I running into this problem  because after saving an entity in the database  the id field was still null. So  we don't know  which entity in the database is the corresponding to this entity... Have a look in the process method of JpaProducer and the Java doc from the EntityManager.Christian   ,2.4.0,2.5.0,0,0,86,1,7,2,1,0,0,0,0.0,0.0,1.0,4.0,components/camel-jpa/src/main/java/org/apache/camel/component/jpa/JpaProducer.java;components/camel-jpa/src/test/java/org/apache/camel/component/jpa/AbstractJpaMethodTest.java;components/camel-jpa/src/test/java/org/apache/camel/component/jpa/JpaUseMergeTest.java;components/camel-jpa/src/test/java/org/apache/camel/component/jpa/JpaUsePersistTest.java;
440,3024,Improvement,Closed,Fixed,camel-core,Major,Claus Ibsen,2010/08/04 13:13:13 +0100,2010/08/04 13:13:13 +0100,Claus Ibsen,2010/08/05 11:46:46 +0100,0.939965278,0.939965278,Adding routes straight from XML should have Camel prepare the RouteDefintion as its done like in camel-spring   ,camel-spring does some preparation on the XML routes before they are added to CamelContext.When end users loads the XML routes themself using JAXB and add it straight to CamelContext  we should let camel-core prepare the routes as well.   ,2.4.0,2.5.0,0,0,38,1,3,1,1,0,0,0,0.0,0.0,1.0,7.0,camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;camel-core/src/main/java/org/apache/camel/model/RouteDefinition.java;camel-core/src/main/java/org/apache/camel/model/RouteDefinitionHelper.java;camel-core/src/test/java/org/apache/camel/impl/CamelContextAddRouteDefinitionsFromXmlTest.java;camel-core/src/test/resources/org/apache/camel/impl/route3.xml;components/camel-core-xml/src/main/java/org/apache/camel/core/xml/AbstractCamelContextFactoryBean.java;
441,3030,Improvement,Closed,Fixed,camel-velocity,Minor,Claus Ibsen,2010/08/06 06:09:09 +0100,2010/08/06 08:09:24 +0100,Willem Jiang,2010/08/09 07:47:26 +0100,3.068252315,2.98474537,Velocity - Let it be able to load resources from both classpath and file system out of the box   ,See this blog entryhttp://www.thedwick.com/blog/2010/08/how-to-include-other-velocity-templates-from-apache-camel/We should pre configure Velocity to use both type of resource loaders.   ,2.4.0,2.5.0,0,0,18,1,1,1,1,0,0,0,0.0,0.0,2.0,5.0,tests/camel-itest-osgi/src/test/java/org/apache/camel/itest/osgi/VelocityTest.java;tests/camel-itest-osgi/src/test/resources/org/apache/camel/itest/osgi/example.vm;tests/camel-itest-osgi/src/test/resources/org/apache/camel/itest/osgi/header.vm;components/camel-velocity/src/main/java/org/apache/camel/component/velocity/VelocityEndpoint.java;components/camel-velocity/src/test/resources/org/apache/camel/component/velocity/letter.vm;
444,3047,Bug,Closed,Fixed,camel-jetty,Major,Paul Mietz Egli,2010/08/11 23:33:45 +0100,2010/08/13 09:00:39 +0100,Willem Jiang,2010/08/19 10:43:32 +0100,7.465127315,6.071446759,JettyHttpComponent.doStop() shuts down all servers in the VM  not just those associated with the component   ,We are running several bundles in Karaf with separate Camel contexts  each of which uses the camel-jetty component to expose services over HTTP. Each bundle has an assigned port and may listen on multiple URIs. We noticed that when we updated or shut down one of these bundles  all of the Jetty servers in the other bundles would stop listening on their respective ports.The problem is that the map of ConnectorRef objects in JettyHttpComponent is static  and therefore shared across the entire VM. Changing this from static to an instance variable fixed the issue for us.   ,2.4.0,2.5.0,0,0,97,1,11,4,1,0,0,1,0.0,0.0,1.0,10.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpComponent.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/SpringJettyNoConnectionRedeliveryTest.java;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/SpringJettyNoConnectionTest.java;components/camel-jetty/src/test/resources/org/apache/camel/component/jetty/jetty-noconnection-redelivery.xml;components/camel-jetty/src/test/resources/org/apache/camel/component/jetty/jetty-noconnection.xml;tests/camel-itest-osgi/src/test/java/org/apache/camel/itest/osgi/OSGiIntegrationTestSupport.java;tests/camel-itest-osgi/src/test/java/org/apache/camel/itest/osgi/jetty/JettyProcessor.java;tests/camel-itest-osgi/src/test/java/org/apache/camel/itest/osgi/jetty/OSGiMulitJettyCamelContextsTest.java;tests/camel-itest-osgi/src/test/resources/org/apache/camel/itest/osgi/jetty/CamelContext1.xml;tests/camel-itest-osgi/src/test/resources/org/apache/camel/itest/osgi/jetty/CamelContext2.xml;
447,3060,Bug,Closed,Fixed,camel-core,Minor,Vid Cheruvu,2010/08/18 14:52:41 +0100,2010/08/19 04:47:20 +0100,Claus Ibsen,2010/08/19 04:47:20 +0100,0.579618056,0.0,Out of Heap memory issues with Camel-File processing large files   ,Camel-File component throws heap memory issue when processing csv file which is about 45MB with 218k Lines. http://camel.465427.n5.nabble.com/Java-heap-space-issue-with-reading-large-CSV-file-tt2638903.html#a2638903   ,2.3.0,2.5.0,0,0,21,1,2,1,0,0,0,1,0.0,0.0,1.0,1.0,camel-core/src/main/java/org/apache/camel/component/file/GenericFileMessage.java;
448,3075,Improvement,Closed,Fixed,camel-core,Major,Claus Ibsen,2010/08/24 11:50:21 +0100,2010/08/24 11:50:21 +0100,Claus Ibsen,2010/08/24 19:20:16 +0100,0.31244213,0.31244213,Simple language - Allow unlimited usage of and or operators in expression   ,The simple language currently only allows using and or or operators once in the expression. We should allow unlimited usages of those.   ,2.0.0; 2.1.0; 2.2.0; 2.3.0; 2.4.0,2.5.0,0,0,22,1,2,1,0,1,0,0,0.0,0.0,1.0,4.0,camel-core/src/main/java/org/apache/camel/language/simple/SimpleLanguageSupport.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumerPollStrategyTest.java;camel-core/src/test/java/org/apache/camel/language/SimpleOperatorTest.java;camel-core/src/test/resources/log4j.properties;
451,3082,Bug,Closed,Fixed,camel-core,Major,Willem Jiang,2010/08/26 08:00:15 +0100,2010/08/26 08:00:15 +0100,Willem Jiang,2010/08/26 13:10:01 +0100,0.21511574100000003,0.21511574100000003,BeanConveter didn't try to covert the bean invocation argument rightly   ,Here is the mail thread about it.http://camel.465427.n5.nabble.com/Bug-in-the-BeanConverter-class-td2653552.html#a2653552   ,2.0.0; 2.1.0; 2.2.0; 2.3.0; 2.4.0,2.5.0,0,0,10,1,1,1,0,1,0,0,0.0,0.0,1.0,5.0,camel-core/src/main/java/org/apache/camel/component/bean/BeanConverter.java;components/camel-spring/src/test/java/org/apache/camel/spring/remoting/Bean.java;components/camel-spring/src/test/java/org/apache/camel/spring/remoting/Invoker.java;components/camel-spring/src/test/java/org/apache/camel/spring/remoting/SpringRemotingBeanConverterTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/remoting/beanConverter.xml;
455,3121,Bug,Closed,Fixed,camel-core,Minor,Claus Ibsen,2010/09/14 12:39:12 +0100,2010/09/14 12:39:12 +0100,Claus Ibsen,2010/09/14 13:00:54 +0100,0.015069444,0.015069444,Splitter EIP - The sub exchanges should not contains on completions from original Exchange   ,See nabblehttp://camel.465427.n5.nabble.com/Camel-calling-commit-too-early-when-using-split-seda-file-endpoint-tp2830894p2830894.html   ,2.4.0,2.5.0,0,0,5,1,6,2,0,0,0,0,0.0,0.0,3.0,5.0,camel-core/src/test/java/org/apache/camel/processor/SplitterStreamingUoWIssueTest.java;camel-core/src/main/java/org/apache/camel/processor/Splitter.java;camel-core/src/test/java/org/apache/camel/processor/SplitterStreamingUoWIssueTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterUoWIssueTest.java;parent/pom.xml;
458,3128,Bug,Closed,Fixed,camel-core,Minor,Claus Ibsen,2010/09/16 14:41:23 +0100,2010/09/16 14:41:23 +0100,Claus Ibsen,2010/09/16 15:13:16 +0100,0.022141203999999998,0.022141203999999998,Using $ in endpoint uri causes thread name parser to fail   ,See nabblehttp://camel.465427.n5.nabble.com/How-to-specify-route-to-folder-with-in-actual-name-tp2839895p2839895.html   ,2.4.0,2.5.0,0,0,5,1,2,1,0,0,0,0,0.0,0.0,1.0,3.0,camel-core/src/main/java/org/apache/camel/util/concurrent/ExecutorServiceHelper.java;camel-core/src/test/java/org/apache/camel/component/file/FileConsumeWithDollarInPathTest.java;camel-core/src/test/java/org/apache/camel/impl/DefaultExecutorServiceStrategyTest.java;
461,3139,Improvement,Closed,Fixed,camel-core,Minor,Claus Ibsen,2010/09/21 07:32:37 +0100,2010/09/21 07:32:37 +0100,Claus Ibsen,2010/09/21 10:13:33 +0100,0.111759259,0.111759259,Use ActiveMQUuidGenerator as the default uuid generator as its faster than the JDK UUID generator   ,The Java UUID is too slow. Switching back to AMQ based will improve performance.We should just have to switch to use the JDK UUID for the camel-gae component as it cannot use the AMQ based.   ,2.1.0; 2.2.0; 2.3.0; 2.4.0,2.5.0,0,0,35,1,3,1,0,1,1,0,1.0,1.0,1.0,12.0,camel-core/src/main/java/org/apache/camel/impl/ActiveMQUuidGenerator.java;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;camel-core/src/main/java/org/apache/camel/impl/MessageSupport.java;camel-core/src/test/java/org/apache/camel/impl/ActiveMQUuidGeneratorTest.java;camel-core/src/test/java/org/apache/camel/impl/DefaultCamelContextTest.java;camel-core/src/test/java/org/apache/camel/impl/JavaUuidGeneratorTest.java;camel-core/src/test/java/org/apache/camel/impl/SimpleUuidGeneratorTest.java;components/camel-gae/src/main/java/org/apache/camel/component/gae/context/GaeDefaultCamelContext.java;components/camel-gae/src/main/java/org/apache/camel/component/gae/context/GaeSpringCamelContext.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/DefaultJettyHttpBinding.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyContentExchange.java;components/camel-spring/src/test/java/org/apache/camel/spring/CamelContextFactoryBeanTest.java;
462,3140,Improvement,Closed,Fixed,camel-core,Minor,Martin Krasser,2010/09/21 08:15:18 +0100,2010/09/21 08:15:18 +0100,Martin Krasser,2010/09/23 19:24:02 +0100,2.464398148,2.464398148,Context-sensitive setting of default UuidGenerator   ,Use JavaUuidGenerator in GAE environment  otherwise use ActiveMQUuidGenerator as default UuidGenerator.   ,2.4.0,2.5.0,0,0,12,1,7,2,0,0,0,0,0.0,0.0,0.0,0.0,
463,3141,Bug,Closed,Fixed,camel-core; camel-spring,Minor,Achim Nierbeck,2010/09/21 13:31:10 +0100,2010/09/21 13:47:31 +0100,Claus Ibsen,2010/09/21 15:17:44 +0100,0.07400463,0.062650463,Route autoStartup configurable through Property   ,Using Camel 2.4 I want to make the usage of a certain route configurable through properties. &lt;camelContext id='camel' trace='true' xmlns='http://camel.apache.org/schema/spring'&gt; &lt;route id='configurable_1' autoStartup='{{startup_1}}'&gt; &lt;from uri='direct:start_1'/&gt; &lt;to uri='mock:end_1'/&gt; &lt;/route&gt; &lt;route id='configurable_2' autoStartup='{{startup_2}}'&gt; &lt;from uri='direct:start_2'/&gt; &lt;to uri='mock:end_2'/&gt; &lt;/route&gt;&lt;/camelContext&gt;But if I do use the PropertyPlaceholder on the CamelContext like below it works. &lt;camelContext id='camel' trace='true' autoStartup='{{startup_context}}'So is this a bug or should this work this way?   ,2.4.0,2.5.0,0,0,94,1,5,2,0,0,0,0,0.0,0.0,1.0,12.0,camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;camel-core/src/main/java/org/apache/camel/model/RouteDefinition.java;camel-core/src/main/java/org/apache/camel/model/RouteDefinitionHelper.java;camel-core/src/main/java/org/apache/camel/util/CamelContextHelper.java;camel-core/src/test/java/org/apache/camel/impl/ActiveMQUuidGeneratorTest.java;components/camel-core-xml/src/main/java/org/apache/camel/core/xml/AbstractCamelContextFactoryBean.java;components/camel-jpa/src/main/java/org/apache/camel/component/jpa/JpaConsumer.java;components/camel-spring/src/test/java/org/apache/camel/spring/config/RouteAutoStartupPropertiesTest.java;components/camel-spring/src/test/java/org/apache/camel/spring/scan/DefaultPackageScanClassResolverTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/config/RouteAutoStartupFalseTest.xml;components/camel-spring/src/test/resources/org/apache/camel/spring/config/RouteAutoStartupTrueTest.xml;components/camel-spring/src/test/resources/org/apache/camel/spring/config/route.properties;
470,3188,Bug,Closed,Fixed,camel-core,Major,Brian Feaver,2010/10/01 21:21:02 +0100,2010/10/02 09:00:01 +0100,Claus Ibsen,2010/10/02 16:16:43 +0100,0.7886689809999999,0.303263889,Concurrent consumers on seda endpoint can cause content routing to mismatch   ,When consuming concurrently from a seda endpoint  when the route contains a content router based on the header  it will randomly route through the wrong choice.In my specific case  I was consuming from an activemq queue  which would receive messages with a header that would then determine which route it would follow. It would randomly send messages down the wrong path. When I turned on tracing  it would behave itself. It also behaved itself when I limited it to only a single consumer. I was  however  able to duplicate it with the unit test below. Due to the concurrency issue  the test can occasionally pass  but run it a couple times and it should fail. It'll either receive 2 messages when it should have only gotten 1  or it will get no messages when it should have gotten 1.ConcurrencyTest.javaimport org.apache.camel.EndpointInject;import org.apache.camel.Produce;import org.apache.camel.ProducerTemplate;import org.apache.camel.builder.RouteBuilder;import org.apache.camel.component.mock.MockEndpoint;import org.apache.camel.test.CamelTestSupport;public class ConcurrencyTest extends CamelTestSupport { @EndpointInject(uri = 'mock:result') protected MockEndpoint resultEndpoint; @EndpointInject(uri = 'mock:otherResult') protected MockEndpoint otherResultEndpoint; @Produce(uri = 'seda:start') protected ProducerTemplate template; public void testSendMatchingMessage() throws Exception { String expectedBody = '&lt;matched/&gt;'; resultEndpoint.expectedBodiesReceived(expectedBody); otherResultEndpoint.expectedBodiesReceived(expectedBody); template.sendBodyAndHeader(expectedBody  'myDirection'  'send'); template.sendBodyAndHeader(expectedBody  'myDirection'  'received'); resultEndpoint.assertIsSatisfied(); } @Override protected RouteBuilder createRouteBuilder() { return new RouteBuilder() { public void configure() { from('seda:start?concurrentConsumers=10')// from('seda:start?concurrentConsumers=1') .choice() .when(header('myDirection').isEqualTo('send')).to('mock:result') .when(header('myDirection').isEqualTo('received')).to('mock:otherResult'); } }; }}   ,2.3.0; 2.4.0,2.5.0,0,0,257,1,4,1,0,1,0,1,0.0,1.0,1.0,7.0,camel-core/src/main/java/org/apache/camel/BinaryPredicate.java;camel-core/src/main/java/org/apache/camel/builder/BinaryPredicateSupport.java;camel-core/src/main/java/org/apache/camel/processor/ChoiceProcessor.java;camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java;camel-core/src/test/java/org/apache/camel/builder/PredicateBuilderConcurrentTest.java;camel-core/src/test/java/org/apache/camel/builder/PredicateBuilderTest.java;camel-core/src/test/java/org/apache/camel/issues/CBRConcurrencyIssueTest.java;
472,3201,Bug,Closed,Fixed,camel-cxf,Major,S. Ali Tokmen,2010/10/06 13:59:02 +0100,2010/10/06 14:38:56 +0100,Hadrian Zbarcea,2010/10/07 07:07:02 +0100,0.713888889,0.6861805559999999,The CxfConsumer's getContinuation method might throw NPE   ,HelloWhen trying the latest CAMEL 2.5.0 SNAPSHOT  I got a NPE:java.lang.NullPointerException at org.apache.camel.component.cxf.CxfConsumer$1.getContinuation(CxfConsumer.java:129) at org.apache.camel.component.cxf.CxfConsumer$1.invoke(CxfConsumer.java:65) at org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:58) at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441) at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)...   ,2.5.0,2.5.0,0,0,27,1,10,4,0,0,0,0,0.0,0.0,0.0,0.0,
473,3202,Improvement,Closed,Fixed,camel-core,Minor,Norman Maurer,2010/10/06 15:09:03 +0100,2010/11/27 16:33:10 +0100,Claus Ibsen,2010/11/27 16:33:10 +0100,52.05841435,0.0,Add Exchange creation time to the exchange as property   ,Sometimes it would be really nice to access the exchange creation time from a processor. This can be of use for many tasks  like statistics etc.   ,2.4.0,2.6.0,0,0,26,1,5,2,0,0,0,0,0.0,0.0,1.0,4.0,camel-core/src/main/java/org/apache/camel/Exchange.java;camel-core/src/main/java/org/apache/camel/impl/DefaultUnitOfWork.java;camel-core/src/test/java/org/apache/camel/processor/ExchangeCreatedTimestampTest.java;camel-core/src/test/java/org/apache/camel/processor/interceptor/DefaultTraceEventMessageTest.java;
474,3220,Bug,Closed,Fixed,camel-core,Minor,Claus Ibsen,2010/10/12 07:43:10 +0100,2010/10/12 07:43:10 +0100,Claus Ibsen,2010/10/12 08:14:35 +0100,0.02181713,0.02181713,Threads - Should allow using 0 in core pool size   ,See nabblehttp://camel.465427.n5.nabble.com/ThreadPoolExecutor-configuration-tp3207845p3207845.html   ,2.4.0,2.5.0,0,0,5,1,2,1,0,0,0,0,0.0,0.0,3.0,5.0,camel-core/src/main/java/org/apache/camel/model/ThreadsDefinition.java;camel-core/src/test/java/org/apache/camel/processor/ThreadsZeroInCoreAndMaxPoolTest.java;camel-core/src/main/java/org/apache/camel/impl/DefaultExecutorServiceStrategy.java;camel-core/src/test/java/org/apache/camel/processor/ThreadsZeroInCoreAndMaxPoolTest.java;camel-core/src/main/java/org/apache/camel/impl/DefaultExecutorServiceStrategy.java;
475,3222,Improvement,Closed,Fixed,camel-core,Minor,Claus Ibsen,2010/10/12 12:19:16 +0100,2010/10/12 12:42:09 +0100,Claus Ibsen,2010/10/12 19:04:28 +0100,0.281388889,0.265497685,Route definitions should use boxed types and lazy evaluate defaults in the getter   ,When you output a route definition as XML then all the boolean types and whatnot get outputted using their default values.For example inheritErrorHandler=true.This reduces the XML and keeps it much smaller.   ,2.4.0,2.5.0,0,0,31,1,4,1,0,0,0,0,0.0,0.0,1.0,18.0,camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java;camel-core/src/main/java/org/apache/camel/model/DelayDefinition.java;camel-core/src/main/java/org/apache/camel/model/DynamicRouterDefinition.java;camel-core/src/main/java/org/apache/camel/model/IdempotentConsumerDefinition.java;camel-core/src/main/java/org/apache/camel/model/InterceptSendToEndpointDefinition.java;camel-core/src/main/java/org/apache/camel/model/LogDefinition.java;camel-core/src/main/java/org/apache/camel/model/OnCompletionDefinition.java;camel-core/src/main/java/org/apache/camel/model/OnExceptionDefinition.java;camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java;camel-core/src/main/java/org/apache/camel/model/RouteDefinition.java;camel-core/src/main/java/org/apache/camel/model/RoutingSlipDefinition.java;camel-core/src/main/java/org/apache/camel/model/SamplingDefinition.java;camel-core/src/main/java/org/apache/camel/model/ThreadPoolProfileDefinition.java;camel-core/src/main/java/org/apache/camel/model/ThreadsDefinition.java;camel-core/src/main/java/org/apache/camel/model/ThrottleDefinition.java;camel-core/src/main/java/org/apache/camel/model/WireTapDefinition.java;camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java;components/camel-scala/src/main/scala/org/apache/camel/scala/dsl/SThrottleDefinition.scala;
477,3231,Bug,Closed,Fixed,,Major,Beat Glattfelder,2010/10/13 15:34:23 +0100,2010/10/14 20:39:36 +0100,Claus Ibsen,2010/10/14 20:39:36 +0100,1.211956019,0.0,JMX MBeans not registered for initiators   ,registering the Initiator before it has been started will not register the sessions mbeans with JMX. So the acceptors are ther  but no initiators.   ,2.5.0,2.5.0,0,0,24,1,8,3,0,0,0,0,0.0,0.0,1.0,2.0,components/camel-quickfix/src/main/java/org/apache/camel/component/quickfixj/QuickfixjEngine.java;components/camel-quickfix/src/test/java/org/apache/camel/component/quickfixj/QuickfixjEngineTest.java;
479,3242,Improvement,Closed,Fixed,,Minor,Claus Ibsen,2010/10/16 13:28:41 +0100,2010/10/16 13:28:41 +0100,Claus Ibsen,2010/10/19 08:03:56 +0100,2.774479167,2.774479167,RetryWhile is missing on the errorHandler DSL   ,You can only use retryWhile on the onException. It should be possible from errorHandler as well.   ,2.4.0,2.5.0,0,0,16,1,3,1,0,0,0,0,0.0,0.0,1.0,14.0,camel-core/src/main/java/org/apache/camel/builder/DeadLetterChannelBuilder.java;camel-core/src/main/java/org/apache/camel/builder/DefaultErrorHandlerBuilder.java;camel-core/src/main/java/org/apache/camel/processor/DeadLetterChannel.java;camel-core/src/main/java/org/apache/camel/processor/DefaultErrorHandler.java;camel-core/src/main/java/org/apache/camel/processor/LoggingErrorHandler.java;camel-core/src/main/java/org/apache/camel/processor/RedeliveryErrorHandler.java;camel-core/src/test/java/org/apache/camel/processor/onexception/DefaultErrorHandlerRetryWhileTest.java;components/camel-blueprint/src/main/java/org/apache/camel/blueprint/ErrorHandlerDefinition.java;components/camel-spring/src/main/java/org/apache/camel/spring/ErrorHandlerDefinition.java;components/camel-spring/src/main/java/org/apache/camel/spring/handler/ErrorHandlerDefinitionParser.java;components/camel-spring/src/main/java/org/apache/camel/spring/spi/TransactionErrorHandler.java;components/camel-spring/src/main/java/org/apache/camel/spring/spi/TransactionErrorHandlerBuilder.java;components/camel-spring/src/test/java/org/apache/camel/spring/processor/SpringDefaultErrorHandlerRetryWhileTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/DefaultErrorHandlerRetryWhileTest.xml;
